Frame,Timestamp,ValidPixelsOrig(%),ValidPixelsEnh(%),ValidIncrease(%),HolesOrig,HolesEnh,HolesFilled,MeanDepthOrig,MeanDepthEnh,StdOrig,StdEnh,NoiseReduction(%),EdgeStdOrig,EdgeStdEnh,ProcessingTime(ms),TrackedFeatures,TrackingState
706,1754835700.2485,95.0508,99.8096,4.7588,15204,585,14619,1.5003,1.2717,0.8457,0.4753,43.8001,1.0437,0.4231,100.4589,1158,OK
708,1754835700.3819,95.2985,99.8018,4.5033,14443,609,13834,1.4990,1.2765,0.8703,0.4832,44.4828,1.0363,0.4327,102.1700,1139,OK
710,1754835700.4821,94.6803,99.7363,5.0560,16342,810,15532,1.4786,1.2806,0.8588,0.4889,43.0729,1.0617,0.4424,100.6242,1152,OK
712,1754835700.6158,95.2194,99.7754,4.5560,14686,690,13996,1.4827,1.2868,0.8709,0.4957,43.0806,1.0572,0.4528,98.0095,1164,OK
714,1754835700.7161,94.5602,99.8158,5.2555,16711,566,16145,1.4759,1.2811,0.8359,0.4859,41.8725,1.0488,0.4432,98.1579,1132,OK
716,1754835700.8498,95.2891,99.9603,4.6712,14472,122,14350,1.5520,1.2907,0.8369,0.4673,44.1572,1.0168,0.4193,103.1727,1119,OK
718,1754835700.9500,97.1074,99.9320,2.8245,8886,209,8677,1.5972,1.3101,0.8209,0.4606,43.8926,1.0416,0.4227,104.3884,1091,OK
720,1754835701.0837,96.0824,99.9258,3.8434,12035,228,11807,1.6411,1.2739,0.8285,0.4235,48.8801,1.0893,0.3794,102.2901,1010,OK
722,1754835701.2175,95.3714,99.9642,4.5928,14219,110,14109,1.6968,1.5961,0.8137,0.1666,79.5216,1.0925,0.1195,99.3569,807,OK
724,1754835701.3177,95.3158,99.8021,4.4863,14390,608,13782,1.7514,1.7160,0.7968,0.2595,67.4290,1.0766,0.3985,86.2506,961,OK
726,1754835701.4180,94.9512,99.9206,4.9694,15402,244,15158,1.7655,1.6773,0.8086,0.2468,69.4740,1.1066,0.4589,89.3908,930,OK
728,1754835701.5181,94.3945,99.9281,5.5335,16439,221,16218,1.7749,1.6187,0.7872,0.1512,80.7991,1.0648,0.1271,89.0843,1004,OK
730,1754835701.6184,94.3197,99.9287,5.6091,16793,213,16580,1.8161,1.6345,0.7714,0.1507,80.4660,1.1399,0.1265,90.1605,958,OK
732,1754835701.7521,93.7839,99.6976,5.9137,18713,851,17862,1.9052,1.6310,0.7634,0.1960,74.3269,1.1618,0.2735,88.2379,899,OK
734,1754835701.8524,95.0436,99.5270,4.4834,15079,1308,13771,1.9834,1.6382,0.8521,0.3228,62.1181,1.1613,0.5010,93.2510,967,OK
736,1754835701.9527,94.9509,99.5706,4.6198,15511,1319,14192,1.9750,1.6354,0.7721,0.2588,66.4766,1.0991,0.3887,91.1426,976,OK
738,1754835702.0531,95.3682,99.5303,4.1621,14229,1443,12786,2.0108,1.6430,0.7752,0.2694,65.2452,1.0896,0.4106,90.8573,962,OK
740,1754835702.1534,95.3005,99.3402,4.0397,14437,2027,12410,2.0210,1.6474,0.7595,0.2674,64.7913,1.0788,0.4052,91.9605,888,OK
742,1754835702.2872,95.9378,98.7601,2.8223,12479,3809,8670,2.0655,1.7437,0.7253,0.2653,63.4258,1.0200,0.4022,93.1203,890,OK
744,1754835702.3875,96.1654,98.8219,2.6566,11780,3619,8161,2.0747,1.6492,0.6921,0.2348,66.0793,0.9749,0.2780,95.3745,910,OK
746,1754835702.4879,95.3324,98.1178,2.7855,14339,5782,8557,2.1269,1.7053,0.6960,0.2760,60.3433,0.9587,0.1043,90.3125,910,OK
748,1754835702.5880,94.9326,98.0267,3.0941,15567,6062,9505,2.1566,1.6518,0.6793,0.2299,66.1526,0.9668,0.1035,88.4569,927,OK
750,1754835702.6881,93.3721,97.8229,4.4508,20361,6688,13673,2.2201,1.7883,0.7088,0.2979,57.9715,0.9551,0.2552,91.0890,949,OK
752,1754835702.8216,91.2008,98.3548,7.1540,27031,5054,21977,2.3291,1.9402,0.6994,0.4107,41.2786,0.9346,0.1905,105.1347,1049,OK
754,1754835702.9218,91.6702,98.8711,7.2009,25589,3468,22121,2.3333,1.8247,0.7097,0.4666,34.2504,0.9194,0.0902,94.7922,983,OK
756,1754835703.0553,92.3324,99.1338,6.8014,23555,2661,20894,2.2808,1.8160,0.7098,0.5689,19.8446,0.8813,0.3302,88.6721,968,OK
758,1754835703.1554,92.7923,99.2594,6.4671,22142,2275,19867,2.2763,1.8065,0.7179,0.5919,17.5500,0.8425,0.2984,98.6990,947,OK
760,1754835703.2555,93.2008,99.2939,6.0931,20887,2169,18718,2.2306,1.7938,0.7060,0.5957,15.6172,0.8043,0.2832,96.3556,959,OK
762,1754835703.3557,93.1380,99.2178,6.0798,21080,2403,18677,2.2462,1.8227,0.7031,0.5931,15.6372,0.7966,0.2805,99.0825,941,OK
764,1754835703.4892,93.2627,99.2012,5.9385,20697,2454,18243,2.2627,1.9107,0.6925,0.5817,15.9920,0.7554,0.3132,94.5697,945,OK
766,1754835703.5893,93.5342,99.4574,5.9232,19863,1667,18196,2.2541,1.9171,0.6892,0.5871,14.8164,0.6903,0.3480,101.4643,926,OK
768,1754835703.7228,94.6940,99.8197,5.1256,16300,554,15746,2.2449,2.2314,0.6982,0.5706,18.2739,0.6884,0.5028,101.0026,1022,OK
770,1754835703.8229,93.7757,99.5430,5.7673,19121,1404,17717,2.2555,2.9472,0.7185,0.5489,23.6150,0.7297,0.3410,86.4382,1020,OK
772,1754835703.9231,92.5485,99.4333,6.8848,22891,1741,21150,2.2820,2.9607,0.7246,0.5352,26.1409,0.8102,0.1912,84.9445,986,OK
774,1754835704.0232,92.5954,99.6615,7.0661,22747,1040,21707,2.3679,2.7360,0.7105,0.4094,42.3796,0.8269,0.3936,87.0845,927,OK
776,1754835704.1234,92.3145,99.6999,7.3854,23610,922,22688,2.3940,2.7437,0.7089,0.3982,43.8315,0.7839,0.3853,87.6064,986,OK
778,1754835704.2235,91.6042,99.5924,7.9883,25792,1252,24540,2.3808,2.7278,0.7529,0.3927,47.8365,0.7652,0.3625,89.6342,1006,OK
780,1754835704.3237,90.5072,99.2725,8.7653,29162,2235,26927,2.3325,2.7473,0.8029,0.4045,49.6259,0.8630,0.3112,88.6900,1056,OK
782,1754835704.4573,89.4183,99.0013,9.5830,32507,3068,29439,2.2873,2.7616,0.8626,0.4162,51.7442,0.8595,0.2061,84.9714,1102,OK
784,1754835704.5574,88.5065,98.6595,10.1530,35308,4118,31190,2.2576,2.7062,0.8984,0.4098,54.3836,0.9006,0.2194,85.0417,1128,OK
786,1754835704.6575,87.4954,98.4632,10.9678,38414,4721,33693,2.2150,2.7829,0.9570,0.4386,54.1673,0.9093,0.2228,85.6062,1116,OK
788,1754835704.7576,86.9137,98.4876,11.5739,40201,4646,35555,2.1796,2.7519,1.0043,0.4503,55.1617,0.9876,0.2737,87.0615,1126,OK
790,1754835704.8576,87.2090,98.6712,11.4622,39294,4082,35212,2.2774,2.8206,0.9753,0.4191,57.0291,1.0759,0.4930,84.5575,958,OK
792,1754835704.9576,87.7660,98.8584,11.0924,37583,3507,34076,2.3563,2.8349,0.9760,0.3138,67.8507,0.8869,0.2117,87.3786,1029,OK
794,1754835705.0576,85.8766,98.4941,12.6175,43387,4626,38761,2.2555,2.7398,1.0754,0.4200,60.9420,0.7609,0.1603,86.1155,976,OK
796,1754835705.1577,83.3402,97.7552,14.4150,51179,6896,44283,2.1122,2.8420,1.1677,0.5151,55.8901,0.9576,0.2720,82.0167,960,OK
798,1754835705.2577,80.7448,99.3298,18.5850,59152,2059,57093,1.9204,2.4424,1.2464,0.5569,55.3238,0.9646,0.3070,106.9618,960,OK
800,1754835705.3577,82.0016,99.8942,17.8926,55291,325,54966,1.9861,2.7785,1.2430,0.6304,49.2817,1.0759,0.5204,108.7236,1091,OK
802,1754835705.4911,81.9128,99.6497,17.7370,55564,1076,54488,1.9643,2.7615,1.2755,0.6196,51.4256,1.0891,0.4571,106.2169,1072,OK
804,1754835705.6245,82.1895,99.5980,17.4085,54714,1235,53479,1.9782,2.8256,1.2836,0.6111,52.3936,1.0734,0.3629,100.1993,1093,OK
806,1754835705.7245,81.6494,99.8704,18.2210,56373,398,55975,1.9374,2.1316,1.2859,1.0594,17.6158,1.0766,0.8659,106.5536,1089,OK
808,1754835705.8579,81.5130,97.9622,16.4492,56792,6260,50532,1.8636,0.6920,1.3112,0.8106,38.1770,1.0161,0.2143,115.7951,978,OK
810,1754835705.9913,85.3773,98.3646,12.9873,44921,5024,39897,2.2785,2.7092,1.1846,0.7979,32.6452,1.0414,0.7328,112.7882,622,OK
814,1754835706.1580,75.6559,95.8115,20.1556,74785,12867,61918,1.8412,2.5051,1.3223,0.7987,39.5989,0.8976,0.5712,106.0613,651,OK
816,1754835706.2580,67.7930,94.5462,26.7533,98940,16754,82186,1.4159,2.4884,1.3193,0.8616,34.6906,1.0886,0.6569,106.9954,1064,OK
818,1754835706.3914,54.9128,88.8822,33.9694,138508,34154,104354,1.1883,3.3216,1.2257,0.9407,23.2539,0.9609,0.2798,102.8163,815,OK
824,1754835706.5581,32.5225,80.4723,47.9499,207291,59989,147302,0.7784,0.3289,0.9485,0.2287,75.8840,1.0649,0.0894,101.4878,559,OK
826,1754835706.6581,22.9154,81.5544,58.6390,236626,56665,179961,0.5541,0.3101,0.7651,0.1256,83.5872,0.9921,0.1006,98.3421,475,OK
1006,1754835709.7280,98.4922,99.9912,1.4990,4632,27,4605,1.2771,1.2636,0.2844,0.1632,42.6002,0.2142,0.1028,124.6812,1250,OK
1008,1754835709.8614,98.8721,99.9915,1.1195,3465,26,3439,1.2628,1.1274,0.2837,0.2496,12.0327,0.2093,0.1726,131.8276,1252,OK
1010,1754835710.0281,98.7725,99.9854,1.2129,3771,45,3726,1.2680,1.1229,0.2883,0.2455,14.8490,0.2110,0.1762,139.1713,1254,OK
1012,1754835710.1614,98.6849,99.9964,1.3115,4040,11,4029,1.2403,1.1844,0.2754,0.1787,35.1290,0.2123,0.1029,136.9058,1253,OK
1014,1754835710.3281,98.5680,100.0000,1.4320,4399,0,4399,1.2207,1.1141,0.2641,0.1939,26.5666,0.2067,0.1196,142.3529,1252,OK
1016,1754835710.4947,98.5869,99.9987,1.4118,4341,4,4337,1.1963,1.0302,0.2510,0.2280,9.1767,0.1979,0.1248,144.2191,1253,OK
1018,1754835710.6614,98.5107,99.9919,1.4811,4575,25,4550,1.1641,0.9698,0.2402,0.2165,9.8797,0.1868,0.0967,140.4423,1253,OK
1020,1754835710.8280,98.5215,100.0000,1.4785,4542,0,4542,1.1463,0.9882,0.2343,0.2042,12.8239,0.1786,0.0980,143.8608,1252,OK
1022,1754835710.9614,98.4606,99.8538,1.3932,4729,449,4280,1.1339,1.0246,0.2321,0.2053,11.5708,0.1746,0.1042,156.2257,1253,OK
1024,1754835711.1615,98.2699,99.8099,1.5400,5315,584,4731,1.1172,1.0043,0.2388,0.2019,15.4618,0.1972,0.1006,145.7447,1251,OK
1026,1754835711.3282,98.1471,99.7933,1.6462,5692,635,5057,1.0973,0.9478,0.2383,0.2050,13.9995,0.1873,0.0801,145.1072,1252,OK
1028,1754835711.4950,98.2949,99.8910,1.5960,5238,335,4903,1.0757,0.9459,0.2395,0.1959,18.2042,0.1735,0.0789,146.5100,1256,OK
1030,1754835711.6617,98.1032,99.8460,1.7428,5827,473,5354,1.0620,0.9367,0.2405,0.1941,19.2958,0.1631,0.0814,145.4514,1253,OK
1032,1754835711.8284,98.2168,99.8389,1.6221,5478,495,4983,1.0535,0.9178,0.2418,0.1937,19.8789,0.1670,0.0798,143.1226,1255,OK
1034,1754835711.9952,98.2015,99.8271,1.6257,5525,531,4994,1.0434,0.9127,0.2372,0.1891,20.3018,0.1599,0.0782,147.6834,1252,OK
1036,1754835712.1619,98.1247,99.8210,1.6963,5761,550,5211,1.0337,0.9039,0.2368,0.1868,21.1338,0.1554,0.0787,142.0783,1251,OK
1038,1754835712.2953,98.2415,99.7943,1.5527,5402,632,4770,1.0276,0.9030,0.2386,0.1845,22.6897,0.1672,0.0802,144.1623,1253,OK
1040,1754835712.4620,98.3223,99.8802,1.5579,5154,368,4786,1.0191,0.9060,0.2334,0.1780,23.7547,0.1616,0.0783,147.2519,1255,OK
1042,1754835712.6287,98.3203,99.8499,1.5296,5160,461,4699,1.0185,0.9053,0.2319,0.1762,24.0134,0.1704,0.0754,147.0973,1252,OK
1044,1754835712.8288,98.3646,99.8786,1.5140,5024,373,4651,0.9850,0.8883,0.2325,0.1804,22.4241,0.1609,0.0691,146.9490,1250,OK
1046,1754835712.9955,98.2230,99.8281,1.6051,5459,528,4931,0.9551,1.1447,0.2296,0.1392,39.3808,0.1604,0.1308,149.8444,1251,OK
1048,1754835713.1622,98.4040,99.9421,1.5381,4903,178,4725,0.9409,0.8478,0.2259,0.1484,34.3297,0.1626,0.0757,165.5891,1252,OK
1050,1754835713.3289,97.8740,99.3789,1.5049,6531,1908,4623,0.9311,0.8495,0.2212,0.1481,33.0166,0.1715,0.0847,163.1434,1252,OK
1052,1754835713.5289,95.3604,99.5641,4.2038,14253,1339,12914,0.9233,0.8228,0.2149,0.1056,50.8800,0.1820,0.0979,164.5084,1253,OK
1054,1754835713.6956,93.3086,99.2279,5.9193,20556,2372,18184,0.9195,0.8249,0.2092,0.1051,49.7724,0.1800,0.0983,161.8970,1252,OK
1056,1754835713.8956,93.5693,99.7295,6.1602,19755,831,18924,0.9252,0.8340,0.2102,0.1002,52.3246,0.1920,0.1206,149.5281,1250,OK
1058,1754835714.0623,90.4297,99.5710,9.1413,29400,1318,28082,0.9172,0.8222,0.1984,0.0931,53.0941,0.1881,0.1129,146.0860,1255,OK
1060,1754835714.2290,89.1585,99.3955,10.2370,33305,1857,31448,0.8925,0.8095,0.1861,0.1153,38.0763,0.1940,0.1570,148.4171,1254,OK
1062,1754835714.3956,88.4854,99.3926,10.9072,35373,1866,33507,0.8935,0.8186,0.1837,0.1060,42.2904,0.1962,0.1361,147.7794,1254,OK
1064,1754835714.5623,89.2122,99.8854,10.6732,33140,352,32788,0.8756,0.8029,0.1777,0.1145,35.5647,0.2065,0.1546,149.4347,1253,OK
1066,1754835714.7290,88.8294,99.8714,11.0420,34316,395,33921,0.8491,0.7881,0.1650,0.1219,26.1114,0.2046,0.1571,129.7230,1246,OK
1068,1754835714.8957,89.3014,99.9447,10.6432,32866,170,32696,0.8306,0.7854,0.1529,0.1162,24.0029,0.1990,0.1488,115.1631,1237,OK
1070,1754835715.0290,89.1729,99.9508,10.7780,33261,151,33110,0.8208,0.7828,0.1460,0.1198,17.9682,0.1947,0.1517,113.9577,1227,OK
1072,1754835715.1624,88.5391,99.9544,11.4154,35208,140,35068,0.8176,0.7815,0.1421,0.1217,14.3856,0.1899,0.1515,114.5337,1221,OK
1074,1754835715.2957,89.1341,99.9746,10.8405,33380,78,33302,0.8068,0.7773,0.1367,0.1243,9.1102,0.1836,0.1492,107.1820,1195,OK
1076,1754835715.4290,88.2614,99.9873,11.7259,36061,39,36022,0.8065,0.7748,0.1342,0.1276,4.8616,0.1812,0.1499,102.5523,1187,OK
1078,1754835715.5624,89.3226,99.9557,10.6331,32801,136,32665,0.7991,0.7754,0.1332,0.1249,6.2605,0.1745,0.1417,105.9703,1185,OK
1080,1754835715.6624,88.3053,99.8512,11.5459,35926,457,35469,0.7980,0.7803,0.1282,0.1188,7.3712,0.1655,0.1311,121.3807,1192,OK
1082,1754835715.8291,88.5016,99.8548,11.3532,35323,446,34877,0.7916,0.7695,0.1305,0.1253,3.9540,0.1609,0.1329,102.2665,1196,OK
1084,1754835715.9291,88.4635,99.8203,11.3568,35440,552,34888,0.7898,0.7702,0.1299,0.1251,3.6630,0.1591,0.1364,131.6493,1207,OK
1086,1754835716.0957,88.2594,99.8727,11.6133,36067,391,35676,0.7908,0.7655,0.1268,0.1246,1.7460,0.1519,0.1311,110.7297,1194,OK
1088,1754835716.2291,88.1462,99.8568,11.7106,36415,440,35975,0.7931,0.7681,0.1276,0.1251,2.0250,0.1572,0.1368,111.6745,1193,OK
1090,1754835716.3291,89.3841,99.7972,10.4131,32612,623,31989,0.7965,0.7773,0.1330,0.1247,6.2744,0.1677,0.1406,112.7789,1175,OK
1092,1754835716.4625,89.5469,99.8363,10.2894,32112,503,31609,0.8072,0.7831,0.1365,0.1251,8.3446,0.1786,0.1487,108.8981,1199,OK
1094,1754835716.5959,89.9277,99.8975,9.9697,30942,315,30627,0.8247,0.7969,0.1485,0.1235,16.8221,0.1919,0.1498,99.1471,1220,OK
1096,1754835716.7292,89.2910,99.9831,10.6921,32898,52,32846,0.8418,0.8123,0.1567,0.1327,15.3137,0.1975,0.1647,103.8961,1238,OK
1098,1754835716.8626,89.3669,99.9606,10.5938,32665,121,32544,0.8532,0.8198,0.1609,0.1372,14.7248,0.2083,0.1749,136.7579,1241,OK
1100,1754835717.0293,74.3704,98.6120,24.2415,78734,4264,74470,0.8900,0.8821,0.1432,0.1540,-7.5813,0.1451,0.1714,105.2774,1252,OK
1102,1754835717.1293,20.2207,53.7406,33.5199,245082,142104,102978,1.0001,1.0925,0.1665,0.1415,14.9974,0.1527,0.1217,87.4777,1252,OK
1104,1754835717.2294,13.3597,55.2269,41.8672,266159,137543,128616,1.0223,0.9316,0.1731,0.0570,67.0850,0.1496,0.0599,88.1143,1250,OK
1106,1754835717.3628,60.2279,71.8145,11.5866,122180,86586,35594,0.8970,0.8385,0.1576,0.0804,48.9613,0.1507,0.0704,99.3442,1250,OK
1108,1754835717.4629,88.7402,99.7536,11.0134,34590,757,33833,0.8219,0.7646,0.1653,0.1127,31.8003,0.1901,0.1423,115.2768,1251,OK
1110,1754835717.5964,87.3086,99.6481,12.3395,38988,1081,37907,0.8086,0.7528,0.1656,0.1058,36.1150,0.1804,0.1270,113.1624,1250,OK
1112,1754835717.7299,93.8119,99.8167,6.0049,19010,563,18447,0.8021,0.7418,0.1959,0.1185,39.5141,0.1631,0.1157,113.9102,1248,OK
1114,1754835717.8633,90.6618,99.0046,8.3428,28687,3058,25629,0.7346,0.6971,0.1541,0.1081,29.8491,0.1823,0.1355,121.8802,1239,OK
1116,1754835718.0302,93.4997,99.9056,6.4059,19969,290,19679,0.7404,0.8700,0.1763,0.2246,-27.3949,0.1623,0.1424,98.1240,1227,OK
1136,1754835718.4307,93.6914,98.8841,5.1927,19380,3428,15952,0.7217,0.9725,0.1869,0.2858,-52.8818,0.1969,0.2690,116.1515,1247,OK
1140,1754835718.5976,93.8255,98.6172,4.7917,18968,4248,14720,0.7016,0.6594,0.1801,0.1055,41.4157,0.2028,0.0982,120.7484,1242,OK
1142,1754835718.7311,93.8245,98.5348,4.7103,18971,4501,14470,0.6952,0.6593,0.1741,0.1116,35.8932,0.1918,0.0973,122.6732,1231,OK
1144,1754835718.8647,95.0723,99.3734,4.3011,15138,1925,13213,0.7016,0.6665,0.1775,0.1170,34.1061,0.1993,0.1063,122.6482,1235,OK
1146,1754835718.9982,95.4880,99.6061,4.1182,13861,1210,12651,0.7386,0.8913,0.1978,0.2040,-3.1250,0.2102,0.1500,119.4821,1251,OK
1324,1754835722.0664,94.4593,99.9867,5.5274,17021,41,16980,1.3035,0.8580,0.9066,0.4259,53.0222,0.4593,0.1612,123.2926,1251,OK
1326,1754835722.1998,94.7061,99.9805,5.2744,16263,60,16203,1.3287,0.8693,0.9379,0.4206,55.1506,0.4593,0.1742,127.9349,1251,OK
1328,1754835722.3332,94.5225,99.9925,5.4701,16827,23,16804,1.3499,0.7382,0.9592,0.3630,62.1597,0.4616,0.1084,133.7753,1251,OK
1330,1754835722.5000,94.8265,99.9792,5.1527,15893,64,15829,1.3785,0.8205,0.9928,0.3784,61.8848,0.4534,0.1386,153.5714,1252,OK
1332,1754835722.6667,94.5726,99.9850,5.4124,16673,46,16627,1.4287,1.3230,1.0537,0.3671,65.1616,0.4690,0.1788,129.6148,1253,OK
1334,1754835722.8334,94.2923,99.9867,5.6943,17534,41,17493,1.4063,1.2234,1.0311,0.5401,47.6210,0.4670,0.1750,137.6969,1254,OK
1336,1754835723.0002,94.2477,99.9701,5.7223,17671,92,17579,1.4056,0.9165,1.0303,0.6011,41.6570,0.4814,0.2127,135.5223,1252,OK
1338,1754835723.1336,94.5254,99.9886,5.4632,16818,35,16783,1.3855,0.9713,1.0113,0.4416,56.3281,0.4678,0.1711,130.0813,1252,OK
1340,1754835723.3003,94.5765,99.9935,5.4170,16661,20,16641,1.3905,1.2761,1.0168,0.4863,52.1753,0.4824,0.1676,133.3740,1251,OK
1342,1754835723.4338,94.6520,99.9915,5.3395,16429,26,16403,1.3872,1.2527,1.0153,0.4867,52.0620,0.4825,0.1725,136.1779,1251,OK
1344,1754835723.6008,94.4834,99.9977,5.5143,16947,7,16940,1.3756,1.1715,1.0015,0.4929,50.7892,0.4649,0.2072,140.3012,1252,OK
1346,1754835723.7678,94.5866,99.9925,5.4059,16630,23,16607,1.3889,1.2585,1.0164,0.4999,50.8155,0.4771,0.2069,140.7781,1250,OK
1348,1754835723.9349,94.6644,99.9925,5.3281,16391,23,16368,1.3795,1.1429,1.0056,0.5045,49.8308,0.4612,0.2136,140.6433,1253,OK
1350,1754835724.1020,94.6240,99.9948,5.3708,16515,16,16499,1.3959,1.2979,1.0290,0.4871,52.6626,0.4734,0.1639,135.5473,1252,OK
1352,1754835724.2356,94.4284,99.9902,5.5619,17116,30,17086,1.4205,0.9248,1.0571,0.5525,47.7348,0.4716,0.2171,133.7590,1250,OK
1354,1754835724.4027,94.6338,99.9893,5.3555,16485,33,16452,1.4216,0.9250,1.0561,0.5562,47.3318,0.4713,0.2121,132.5942,1256,OK
1356,1754835724.5694,94.6357,99.9746,5.3389,16479,78,16401,1.4070,2.7399,1.0393,0.7503,27.8099,0.4581,0.4084,122.2651,1252,OK
1360,1754835724.7362,94.7350,99.9967,5.2617,16174,10,16164,1.4345,0.7564,1.0660,0.5776,45.8172,0.4656,0.1145,121.2350,1252,OK
